id,%red,%green,%blue,%black,%white,double
127.95 +18.77,0.0030670166015625,0.0,0.0009918212890625,0.9944305419921875,0.0015106201171875,0
13.01 +74.71,0.0251007080078125,0.0,0.000244140625,0.9694061279296875,0.0052490234375,0
13.53 +33.75,0.0049285888671875,1.52587890625e-05,0.0022735595703125,0.9903411865234375,0.00244140625,0
130.19 +7.74,0.010223388671875,0.0,0.001617431640625,0.9834747314453125,0.0046844482421875,0
130.34 -10.86,0.00494384765625,0.0,0.011871337890625,0.97662353515625,0.006561279296875,0
130.37 +24.47,0.00494384765625,0.0,0.001800537109375,0.990753173828125,0.00250244140625,0
130.67 +41.42,0.0038909912109375,0.0,0.002410888671875,0.9920654296875,0.0016326904296875,0
131.49 +88.83,0.0128021240234375,0.0,0.0,0.9871978759765625,0.0,0
131.64 +22.64,0.003204345703125,0.0,0.00372314453125,0.9908447265625,0.002227783203125,0
131.65 +69.13,0.0058441162109375,0.0,0.0025482177734375,0.9886932373046875,0.0029144287109375,0
132.06 -7.70,0.0034332275390625,1.52587890625e-05,0.0072174072265625,0.9870758056640625,0.00225830078125,0
133.32 +47.45,0.0009613037109375,0.0,0.001373291015625,0.9959716796875,0.0016937255859375,0
133.39 +72.76,0.0017547607421875,0.0,0.002044677734375,0.9950408935546875,0.00115966796875,0
133.72 +73.58,0.0030670166015625,0.0,0.002349853515625,0.9940948486328125,0.00048828125,0
133.75 +41.57,0.0038909912109375,0.0,0.0013580322265625,0.99298095703125,0.00177001953125,0
134.65 -8.11,0.0034637451171875,0.0,0.0025634765625,0.99261474609375,0.0013580322265625,0
134.89 -1.55,0.0057830810546875,0.0,0.0008392333984375,0.9921417236328125,0.0012359619140625,0
135.03 +8.30,0.00225830078125,0.0,0.00146484375,0.9950408935546875,0.0012359619140625,0
135.44 +79.09,0.00872802734375,0.0,0.001220703125,0.9852447509765625,0.0048065185546875,0
135.7 -12.38,0.00457763671875,0.0,0.0063629150390625,0.9850311279296875,0.0040283203125,0
138.25 +11.18,0.0030517578125,0.0,0.002410888671875,0.991302490234375,0.00323486328125,0
138.45 +3.62,0.0063629150390625,0.0,0.002716064453125,0.98748779296875,0.0034332275390625,0
139.82 +13.28,0.0019378662109375,0.0,0.0030670166015625,0.9922027587890625,0.0027923583984375,0
139.92 +15.23,0.0038604736328125,0.0,0.00128173828125,0.993560791015625,0.0012969970703125,0
14.66 +86.10,0.003143310546875,0.0,0.003753662109375,0.989593505859375,0.003509521484375,0
14.8 +78.58,0.00732421875,1.52587890625e-05,0.006744384765625,0.9806365966796875,0.005279541015625,0
14.84 +15.73,0.00299072265625,0.0,0.0016021728515625,0.99273681640625,0.0026702880859375,0
14.97 +61.23,0.03143310546875,0.0,0.0047149658203125,0.9573974609375,0.0064544677734375,0
141.38 +5.78,0.0036773681640625,0.0,0.0020904541015625,0.9912109375,0.003021240234375,0
141.7 +73.82,0.0056304931640625,0.0,0.0010223388671875,0.98980712890625,0.0035400390625,0
141.88 +63.17,0.00286865234375,0.0,0.0031890869140625,0.9918975830078125,0.002044677734375,0
142.11 +84.37,0.0030364990234375,0.0,0.0019989013671875,0.9935455322265625,0.0014190673828125,0
