id,red,green,blue,black,white,doble(1:yes 0:no)
02 30 44.11 +40 28 52.8,3448,178,1818,1013775,4971,1
340.69 +36.90,4,297,12,1005588,12677,0
01 49 06.58 +06 24 03.8,2077,180,2200,1016456,3277,1
271.17 -27.16,4,190,1,961334,57049,0
03 31 28.21 +07 49 46.9,1181,185,901,1021087,836,1
268.79 -15.92,16,264,15,916709,101574,0
02 23 38.34 -11 29 42.4,3826,182,2841,3803557,7319,1
63.07 -9.35,288,181,285,1016800,1024,0
06 58 58.55 +28 42 58.6,8946,181,324,1008852,5887,1
173.17 -2.62,1587,178,1246,1011981,3586,0
03 26 34.61 +39 29 07.1,4774,178,1493,1012486,5259,1
144.04 +69.66,35,288,46,995821,22388,0
07 46 20.02 +57 54 22.2,3135,197,2399,1016464,1995,1
191.0 -12.21,930,179,1651,1012551,3267,0
01 04 13.36 +22 56 44.1,1948,182,1454,1019121,1485,1
150.01 -15.73,626,178,635,1015438,1701,0
06 25 52.77 +18 08 36.7,9328,182,292,1007218,7170,1
218.2 -2.75,1288,182,468,1013964,2676,0
01 45 50.28 +00 43 06.3,3798,182,363,1018821,1026,1
74.08 -7.77,652,180,1682,1011130,4934,0
02 14 01.38 +16 51 47.2,812,184,1577,1021049,568,1
230.77 -13.65,796,175,482,1014697,2428,0
03 18 27.14 +15 10 38.6,2991,183,11917,997845,11254,1
67.64 -6.44,1604,184,202,1013410,3178,0
07 22 13.72 +06 23 09.5,7693,186,770,1003950,11591,1
130.14 -6.80,231,180,2069,1011659,4439,0
00 14 54.26 +46 48 12.6,9599,181,1579,997531,15300,1
322.85 -2.65,1475,178,694,1011935,4296,0
02 58 44.74 +35 53 55.9,1005,185,2282,1013614,7104,1
228.77 -10.09,2843,194,5161,997286,13094,0
00 50 03.65 +16 06 07.8,2167,177,1069,1015035,5742,1
285.28 -1.97,1502,186,14612,991535,10743,0
02 11 27.60 +09 35 44.0,3621,175,1851,1013622,4921,1
164.46 -11.45,128,179,1080,1014524,2667,0
04 32 55.57 +00 06 29.4,3274,180,1953,1015916,2867,1
64.68 -7.40,118,175,563,1016719,1003,0
06 16 50.32 +44 42 20.5,7620,182,5711,996920,13757,1
217.54 -14.71,888,181,376,1014441,2692,0
07 43 43.96 -00 04 00.9,9352,184,2736,1006206,5712,1
102.75 +42.55,12,203,4,1015719,2640,0
00 20 10.74 +44 43 07.3,16615,184,5988,995785,5618,1
142.47 -4.26,554,177,228,1015269,2350,0
01 24 49.44 +39 47 28.3,2357,180,229,1017618,3806,1
146.92 +4.75,7,211,9,1012068,6283,0
04 04 38.76 +26 16 49.6,1240,182,245,1022035,488,1
276.41 -9.66,4105,177,23806,968866,21624,0
04 53 01.05 +11 16 02.1,3651,185,1205,1011486,7663,1
355.33 +3.06,659,180,424,1016126,1189,0
05 23 03.48 +18 44 47.0,2114,185,7592,1001942,12357,1
224.71 +42.56,1,180,6,1012203,6188,0
00 12 06.75 +47 04 10.3,6869,179,627,1007319,9196,1
343.58 +3.31,719,183,104078,912667,931,0
02 55 19.62 +08 22 52.1,958,180,1882,1018006,3164,1
204.46 -5.21,772,180,828,1015576,1222,0
07 31 42.74 +19 57 54.8,5725,172,2227,1009286,6780,1
242.0 -1.52,534,179,853,1013788,3224,0
05 24 49.76 +03 15 15.4,4786,189,2580,1012705,3930,1
319.63 -6.24,1600,181,317,1013827,2653,0
01 48 40.65 +33 06 07.0,2341,185,4359,1013712,3593,1
224.19 -12.14,230,179,486,1014659,3024,0
05 25 01.48 +20 14 28.5,1785,187,6584,1009124,6510,1
84.98 +47.21,13,224,14,1007985,10342,0
01 00 05.75 +12 46 12.6,477,182,236,1023137,158,1
269.08 -8.92,321,178,3549,1013373,1157,0
03 20 52.06 +12 09 56.3,839,180,1064,1021430,677,1
234.66 +2.08,1260,178,180,1014832,2128,0
03 06 35.88 +00 25 47.5,641,183,786,1021278,1302,1
292.36 -10.68,7543,182,3857,998742,8254,0
03 23 27.30 +15 06 52.0,722,183,1388,1021319,578,1
227.38 +0.72,801,184,2785,1001963,12845,0
04 54 56.54 +30 25 36.9,1109,182,3106,1017215,2578,1
115.43 -9.36,14485,177,4897,981678,17341,0
04 43 55.04 +24 07 16.5,549,182,603,1021508,1348,1
277.08 +2.81,6907,192,13976,994563,2940,0
06 21 36.59 +16 18 36.1,6828,185,4399,995931,16847,1
6.12 -8.76,206,176,53,1018046,97,0
03 24 50.55 +25 03 17.6,3404,180,1237,1016297,3072,1
185.57 -4.86,311,189,426,1016926,726,0
01 54 20.20 +65 41 52.1,2129,183,1960,1016498,3420,1
69.61 -6.03,25,177,440,1017601,335,0
01 26 59.19 +14 59 51.5,926,185,904,1019183,2992,1
109.14 +36.43,3,218,15,1011318,7024,0
07 40 44.49 +15 57 03.5,4658,184,1554,1007557,10237,1
75.71 -1.17,1094,179,153,1014525,2627,0
00 45 20.89 +31 33 00.0,1829,187,1039,1016077,5058,1
356.25 -0.55,492,178,201,1015910,1797,0
00 39 49.56 +28 16 53.6,864,182,776,1020447,1921,1
281.41 -9.66,5896,213,45490,930937,36042,0
04 01 23.56 +01 06 49.0,1499,178,787,1020013,1713,1
151.85 -1.95,1288,182,784,1014443,1881,0
03 57 28.70 -01 09 34.0,3016,181,3878,1007648,9467,1
347.5 -6.98,468,178,105,1015919,1908,0
00 52 55.60 -08 55 32.0,9359,186,11802,3784068,12310,1
2.42 +46.15,11,199,5,1005536,12827,0
02 02 03.16 +03 56 25.1,5471,183,3282,1012909,2345,1
282.03 -32.43,8,204,3,991904,26459,0
01 31 05.80 +20 09 19.3,1350,182,979,1021025,654,1
1.36 +49.69,3,217,2,996669,21687,0
03 42 37.53 +48 32 50.9,643,185,5211,1010802,7349,1
231.41 -5.51,461,173,496,1015622,1826,0
06 15 40.49 +34 27 03.8,3901,177,148,1016822,3142,1
90.36 +28.90,6,178,6,996595,21793,0
05 20 51.74 +26 41 52.8,1511,183,1692,1016812,3992,1
69.68 -13.26,208,178,88,1017420,684,0
01 11 41.81 +26 49 41.8,1054,180,1057,1021177,722,1
180.07 -12.97,389,180,454,1016486,1069,0
03 57 33.13 +11 26 22.2,1469,178,1469,1015781,5293,1
355.96 +2.14,662,178,327,1016263,1148,0
05 49 43.19 +14 15 55.5,8824,179,147,1009268,5772,1
70.04 -12.96,675,182,316,1015589,1816,0
02 08 23.91 +28 18 38.8,10742,178,5108,1004080,4082,1
189.23 -13.06,774,177,1085,1011270,5272,0
02 01 34.39 +14 22 25.9,556,202,1216,1019719,2497,1
267.37 -2.14,2214,182,560,1009024,6598,0
00 51 36.87 +07 35 18.0,724,182,1078,1019219,2987,1
310.1 -2.66,6108,186,5642,984955,21687,0
00 08 09.60 +25 47 45.3,1696,176,471,1020301,1546,1
159.53 -4.81,151,180,348,1016766,1133,0
02 05 24.77 -09 47 31.1,8734,181,5394,3782366,21050,1
315.08 -5.61,3704,179,1521,1003276,9898,0
03 44 19.13 +71 26 19.5,829,188,2900,1016414,3859,1
115.13 -10.60,20128,182,2261,969077,26930,0
06 47 06.05 +34 50 28.8,7380,179,1522,1009545,5564,1
278.17 -21.89,22,236,23,918650,99647,0
00 01 20.06 +07 42 05.9,1907,185,659,1010563,10876,1
293.42 +33.21,1,182,2,950040,68353,0
01 57 30.83 -05 20 08.1,2070,184,4810,3807119,3542,1
13.91 +63.48,5,178,1,1010624,7770,0
00 06 44.42 -00 54 12.2,814,182,977,1021193,1024,1
240.78 -7.11,1056,180,922,1012252,4168,0
01 30 57.38 +59 37 31.0,15503,180,517,997314,10676,1
99.05 -5.34,2523,195,2426,1002788,10646,0
00 26 32.28 +39 08 41.7,1787,181,758,1019446,2018,1
225.54 -11.25,830,180,993,1013557,3018,0
00 11 14.56 -05 31 04.8,2061,185,2907,3804836,7736,1
345.28 -5.70,1028,177,1744,1006279,9350,0
03 46 45.22 +11 52 14.0,638,183,740,1020553,2076,1
320.74 +0.30,896,182,131,1014652,2717,0
05 51 05.33 +23 43 38.6,4831,183,1011,1009605,8560,1
248.0 -14.24,134,179,1267,1014454,2544,0
00 53 14.18 +19 08 47.9,4977,178,2049,1010684,6302,1
355.39 +3.32,571,178,312,1015654,1863,0
00 44 27.86 +19 35 04.9,1211,181,1356,1020600,842,1
293.83 +12.77,5,208,3,974501,43861,0
06 43 08.90 +39 20 44.9,5208,182,885,1007360,10555,1
210.76 -13.28,1415,178,1231,1011793,3961,0
06 47 07.52 +49 40 59.1,3818,180,255,1014302,5635,1
11.29 -4.97,376,181,477,1016101,1443,0
01 09 48.71 -01 36 30.0,876,178,216,1021927,993,1
330.85 -4.12,1003,177,517,1013339,3542,0
00 31 12.85 -03 30 44.6,2808,182,3064,3811295,376,1
339.92 +46.46,2,189,1,1007678,10708,0
04 51 22.06 +02 09 34.2,2057,181,226,1019422,2304,1
238.06 -0.66,182,179,833,1016265,1119,0
03 09 55.42 +06 58 21.6,991,182,492,1018506,4019,1
330.24 -5.25,768,179,103,1014941,2587,0
01 18 41.10 -00 52 03.2,13067,184,9104,994102,7733,1
109.52 -10.49,16298,190,564,991205,10321,0
06 28 24.11 +61 04 33.9,684,181,3010,1016909,3406,1
274.56 +6.14,23,236,7,990477,27835,0
00 05 36.87 -01 39 56.3,777,178,362,1022428,445,1
137.64 -2.32,1738,174,1270,1010217,5179,0
03 16 36.69 +42 34 57.4,1073,188,1608,1015786,5535,1
316.33 +48.06,4,200,4,976762,41608,0
03 02 48.59 +09 03 36.0,977,175,828,1018802,3408,1
76.44 -8.18,413,181,3643,1004819,9522,0
01 21 01.01 +23 55 59.3,1755,179,1615,1019989,652,1
340.65 +1.23,476,184,1966,1012487,3465,0
02 49 56.21 -02 06 16.9,1327,182,662,1019798,2221,1
267.06 -5.08,547,179,3946,1008075,5831,0
00 09 35.42 +10 52 22.3,959,182,791,1021470,788,1
217.99 -7.63,453,181,252,1017268,424,0
01 35 14.39 +21 29 57.5,866,178,633,1021433,1080,1
155.88 -5.01,228,177,464,1016384,1325,0
01 14 57.58 -09 08 04.5,8346,182,10366,3775928,22903,1
167.1 -7.57,814,180,105,1016738,741,0
03 41 55.11 +00 32 35.4,2519,181,1952,1017262,2276,1
325.14 -2.78,728,182,863,1013833,2972,0
01 21 11.14 +41 08 48.4,4204,180,904,1014547,4355,1
122.65 +0.72,1706,182,223,1012625,3842,0
00 09 56.69 +30 56 21.7,1485,177,611,1021098,819,1
254.78 +2.05,1989,181,967,1008837,6604,0
00 44 44.29 +42 01 20.0,8186,178,545,1009015,6266,1
54.06 -3.09,291,184,298,1016924,881,0
04 07 16.35 +15 26 42.7,2578,174,1109,1016937,3392,1
305.1 +11.59,3,215,2,1002400,15958,0
02 15 39.57 +42 23 43.3,4460,185,1592,1014044,3909,1
313.67 +24.48,10,199,1,998752,19616,0
02 04 39.04 +75 38 19.0,1031,185,1453,1018284,3237,1
197.29 +1.26,542,181,1106,1013464,3285,0
03 42 49.32 +69 23 55.2,10138,178,248,1003867,9759,1
280.23 -6.65,3221,217,27413,960898,26829,0
07 13 51.00 +03 13 25.1,388,182,9511,999485,14624,1
214.15 +1.99,168,180,1106,1014003,3121,0
00 06 18.91 +23 18 23.2,2132,179,819,1019237,1823,1
240.81 +6.03,1,183,3,1014522,3869,0
00 40 34.13 +71 01 38.7,10207,180,2430,1001988,9385,1
261.59 -0.54,2587,174,3060,1008201,4556,0
01 22 27.62 +34 51 54.0,3517,180,132,1016505,3856,1
65.95 -1.37,392,180,337,1017474,195,0
04 56 09.24 +25 53 18.6,1732,185,1484,1017857,2932,1
103.13 +7.99,2,185,13,999342,19036,0
00 09 38.11 +10 47 25.8,278,182,895,1022224,611,1
54.68 -7.23,108,179,501,1017287,503,0
01 51 05.79 -11 25 17.4,2008,182,2447,3808500,4588,1
314.7 -1.23,2865,186,761,1006821,7945,0
00 14 46.58 +30 16 46.3,5855,180,1653,1009321,7181,1
11.91 +76.59,5,206,13,1008771,9583,0
06 06 13.38 +06 48 22.3,8211,178,198,1006840,8763,1
274.09 -1.45,626,176,5706,1010336,1734,0
07 13 30.38 +34 51 43.1,462,183,2392,1019089,2064,1
305.08 +19.57,2,187,9,977971,40409,0
00 56 57.17 +13 17 50.1,532,178,671,1022788,21,1
50.84 +85.63,2,210,3,1012765,5598,0
02 24 40.83 +40 08 23.0,4070,178,2743,1010201,6998,1
167.54 -4.63,790,177,242,1015702,1667,0
